"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","Selling Agent ID","LSC List Side","List Office Primary Board ID"
"1","G5054221","SLD","133 GREEN BRANCH BLVD","GROVELAND","34736","GROVELAND PRESERVE AT SUNRISE PH 01","1,711","$390,000","4","2","0","2018","Community","Single Family Residence","$2,872.00","10","10","10","FHA","06/03/2022","$225.01","$227.94","1.01","OLYMPUS EXECUTIVE REALTY INC","Eneida Cortes","260503820","260505076","261211471","Lake and Sumter","Orlando Regional"
"1","O6014985","SLD","221 TRES REYES LN","GROVELAND","34736","GROVELAND MARINA DEL REY PH 01","2,810","$390,000","4","2","1","2006","None","Single Family Residence","$3,638.29","11","11","11","Cash","05/04/2022","$138.79","$138.79","1.00","CHARLES RUTENBERG REALTY ORLANDO","Josh Rodriguez","261525325","781432","377570489","Orlando Regional","Orlando Regional"
"1","G5052638","SLD","804 DOLPHIN CAY WAY","GROVELAND","34736","WATERSIDE POINTE PH 2A","1,749","$390,000","3","2","0","2014","Community","Single Family Residence","$1,968.00","3","3","3","Cash","04/18/2022","$222.93","$222.98","1.00","OLYMPUS EXECUTIVE REALTY INC","Maria Rodriguez","260564349","261011729","261095222","Lake and Sumter","Orlando Regional"
"1","G5051121","SLD","1204 STRATTON AVE","GROVELAND","34736","GROVELAND SUNRISE RIDGE","2,087","$390,000","4","2","0","2022","None","Single Family Residence","$484.43","3","3","3","Conventional","03/25/2022","$184.43","$186.87","1.01","RE/MAX NEIGHBORHOOD PROS","Dawn Brooks","260502709","261017742","261073644","Lake and Sumter","Lake and Sumter"
"1","O6014355","SLD","1244 CHESHIRE ST","GROVELAND","34736","LEXINGTON ESTATES","2,221","$391,000","4","2","0","2005","None","Single Family Residence","$2,250.00","6","6","6","Conventional","05/13/2022","$175.55","$176.05","1.00","LPT REALTY LLC","Jared Dunn","261225995","261010944","261230312","Orlando Regional","Orlando Regional"
"1","T3332606","SLD","982 LAUREL VIEW WAY","GROVELAND","34736","BELLEVUE 50S","2,109","$394,200","4","3","0","2021","None","Single Family Residence","$1,172.41","27","27","27","Conventional","02/24/2022","$186.91","$186.91","1.00","LENNAR REALTY","Ben Goldstein","261550712","743580027","743575203","Tampa","Tampa"
"1","O6017629","SLD","193 BAYOU BEND RD","GROVELAND","34736","GROVELAND CASCADES GROVELAND PH 01","2,113","$395,000","3","2","0","2006","None","Single Family Residence","$2,448.48","1","1","1","Cash","05/31/2022","$184.10","$186.94","1.02","CHARLES RUTENBERG REALTY ORLANDO","Selwyn Robertson","261060841","260503900","261212410","Orlando Regional","Orlando Regional"
"1","O6013084","SLD","103 CREPE MYRTLE DR","GROVELAND","34736","GROVELAND CASCADES GROVELAND PH 01","1,804","$395,000","3","2","0","2006","Community","Single Family Residence","$2,101.27","0","0","7","VA","05/02/2022","$227.22","$218.96","0.96","LAKEFIELD REALTY GROUP LLC","Autumn Makin","260565694","261011011","260565694","Orlando Regional","Orlando Regional"
"1","G5047902","SLD","640 NEPTUNE DR","GROVELAND","34736","WESTWOOD PH II","2,316","$395,000","4","3","0","2013","None","Single Family Residence","$4,176.14","3","3","44","Conventional","01/05/2022","$166.23","$170.55","1.03","COLDWELL BANKER TONY HUBBARD","Kaley Hansen","260503733","260520233","260501534","Lake and Sumter","Lake and Sumter"
"1","G5047643","SLD","254 BAYOU BEND RD","GROVELAND","34736","GROVELAND CASCADES GROVELAND PH 01","2,200","$395,000","2","2","1","2006","Community","Single Family Residence","$2,579.40","56","56","110","VA","01/20/2022","$190.91","$179.55","0.94","EXP REALTY LLC","Dana Duran","261083653","20315","260503199","Lake and Sumter","Sarasota - Manatee"
"1","G5055493","SLD","16339 WINDING BLOSSOM DR","GROVELAND","34736","CHERRY LAKE LNDG PH 2","1,825","$396,100","4","2","0","2020","None","Single Family Residence","$3,953.00","3","3","3","Cash","06/10/2022","$208.22","$217.04","1.04","KELLER WILLIAMS ELITE PARTNERS III REALTY","Jenna Loyd","260505400","261010944","279585867","Lake and Sumter","Lake and Sumter"
"1","T3328452","SLD","966 LAUREL VIEW WAY","GROVELAND","34736","BELLEVUE 50S","2,584","$396,990","4","2","1","2021","None","Single Family Residence","$1,172.41","61","61","61","Conventional","05/31/2022","$153.63","$153.63","1.00","LENNAR REALTY","Ben Goldstein","261550712","265578063","265579568","Tampa","Tampa"
"1","J943313","SLD","9346 WESTMORELY ST","GROVELAND","34736","CYPRESS OAKS","3,198","$397,242","5","3","0","","None","Single Family Residence","$655.76","0","0","-276","Conventional","03/07/2022","$124.22","$124.22","1.00","STELLAR NON-MEMBER OFFICE","Stellar Non-Member Agent","123456789","20315","261227716","For Future Use","Other"
"1","O6028566","SLD","1391 WATER WILLOW DR","GROVELAND","34736","LAKE DOUGLAS PRESERVE","1,924","$399,900","3","2","0","2017","None","Single Family Residence","$2,885.62","3","3","3","Conventional","06/30/2022","$207.85","$207.85","1.00","MARK SPAIN REAL ESTATE","Graham Cousins","261228966","279628212","261227133","Orlando Regional","Orlando Regional"
"1","O6021392","SLD","220 SPARROW HAWK DR","GROVELAND","34736","EAGLE POINTE PH III SUB","2,091","$400,000","4","3","0","2020","None","Single Family Residence","$2,986.41","4","4","4","Cash","05/24/2022","$181.68","$191.3","1.05","EXP REALTY LLC","Boris Falconer","261217226","260033159","260046932","Orlando Regional","Orlando Regional"
"1","G5053125","SLD","135 GREEN BRANCH BLVD","GROVELAND","34736","GROVELAND PRESERVE AT SUNRISE PH 01","1,905","$400,000","4","2","0","2018","Community","Single Family Residence","$3,054.22","5","5","5","Cash","04/26/2022","$188.98","$209.97","1.11","MOBED REALTY, P.A.","Ariya Mobed","260503980","261018021","260505474","Lake and Sumter","Lake and Sumter"
"1","G5052302","SLD","363 IRVING BEND DR","GROVELAND","34736","GROVELAND PRESERVE AT SUNRISE PH 01","1,901","$400,000","4","2","0","2019","Community","Single Family Residence","$4,119.57","2","2","2","FHA","04/07/2022","$199.84","$210.42","1.05","SCATES REALTY & INVESTMENT PRO","Lisa Pownall","260563386","56037","261226606","Lake and Sumter","Lake and Sumter"
"1","O6000179","SLD","905 EGRETS LANDING WAY","GROVELAND","34736","WATERSIDE POINTE PH 2A","2,536","$404,000","4","3","0","2014","Community","Single Family Residence","$4,485.66","17","17","17","Cash","03/14/2022","$163.64","$159.31","0.97","BETTER HOMES & GARDENS FINE LIVING","Randy Kennedy","261225868","55055","123456789","Orlando Regional","Osceola"
"1","G5054390","SLD","16495 BLOOMING CHERRY DR","GROVELAND","34736","CHERRY LAKE LANDING","1,825","$405,000","4","2","0","2020","None","Single Family Residence","$3,085.70","4","4","4","Cash","05/13/2022","$218.63","$221.92","1.02","WEICHERT, REALTORS-HALLMARK PR","Joey Feeser","260503532","261011729","261095222","Lake and Sumter","Lake and Sumter"
"1","O6007078","SLD","1246 STRATTON AVE","GROVELAND","34736","GROVELAND PRESERVE AT SUNRISE PH 01","1,997","$405,000","3","2","0","2019","None","Single Family Residence","$4,297.00","63","63","86","Cash","06/28/2022","$211.82","$202.8","0.96","OPENDOOR BROKERAGE LLC","Alli Johnston","304510545","55055","123456789","Orlando Regional","Orlando Regional"
"1","G5052248","SLD","9736 KINMORE DR","GROVELAND","34736","CYPRESS OAKS","1,830","$405,000","3","2","0","2020","Community","Single Family Residence","$3,019.00","6","6","6","Cash","05/20/2022","$218.52","$221.31","1.01","PREMIER SOTHEBY'S INT'L REALTY","Dawn Giachetti","260562116","261011729","261095222","Lake and Sumter","Orlando Regional"
"1","G5055427","SLD","509 KESTREL DR","GROVELAND","34736","EAGLE POINTE","2,201","$405,100","4","2","1","2013","None","Single Family Residence","$1,690.00","4","4","4","Cash","06/10/2022","$181.69","$184.05","1.01","PREMIER SOTHEBY'S INT'L REALTY","Dawn Giachetti","260562116","261011729","261095222","Lake and Sumter","Orlando Regional"
"1","G5052236","SLD","610 SILVERTHORN PL","GROVELAND","34736","CRESTRIDGE AT ESTATES","2,443","$406,000","4","2","1","2017","None","Single Family Residence","$3,863.45","4","4","5","Conventional","04/27/2022","$157.59","$166.19","1.05","RE/MAX NEIGHBORHOOD PROS","Kimberly Jones-Wilde","260503326","261016427","261232088","Lake and Sumter","Lake and Sumter"
"1","J947836","SLD","721 JUPITER BEACH RD","GROVELAND","34736","PRESERVE AT SUNRISE","2,560","$407,469","4","2","1","","None","Single Family Residence","$613.59","0","0","-254","Conventional","05/27/2022","$159.17","$159.17","1.00","STELLAR NON-MEMBER OFFICE","Stellar Non-Member Agent","123456789","261016736","260502558","For Future Use","Other"
"1","O5968677","SLD","1652 WILSON PRAIRIE CIR","GROVELAND","34736","WILSON ESTATES","2,566","$407,481","4","3","0","2021","None","Single Family Residence","$627.94","94","94","95","Conventional","02/28/2022","$164.26","$158.8","0.97","KELLER WILLIAMS ADVANTAGE REALTY","Tara Garkowski","261084445","261011031","272503275","Orlando Regional","Orlando Regional"
"1","J949358","SLD","131 SILVER MAPLE RD","GROVELAND","34736","CASCADES OF GROVELAND PHASE 6","2,366","$408,330","3","3","0","2021","None","Single Family Residence","$1,914.00","0","0","-443","Cash","06/16/2022","$172.58","$172.58","1.00","STELLAR NON-MEMBER OFFICE","Stellar Non-Member Agent","123456789","260504603","260503723","For Future Use","Other"
"1","P4920513","SLD","5990 CHURCHILL SQUARE WAY","GROVELAND","34736","BRIGHTON","2,696","$409,000","5","3","0","2019","None","Single Family Residence","$3,721.00","6","6","7","Cash","06/01/2022","$153.93","$151.71","0.99","XCELLENCE REALTY, INC","David Shippey","261533733","261010944","279585867","East Polk","Lakeland"
"1","G5054381","SLD","198 COMPASS ROSE DR","GROVELAND","34736","WESTWOOD PH II","2,164","$412,000","4","2","1","2013","None","Single Family Residence","$2,755.00","8","8","8","Conventional","06/15/2022","$198.71","$190.39","0.96","OPTIMA ONE REALTY, INC.","Mathew Decker","260506251","50278","286001439","Lake and Sumter","Lake and Sumter"
"1","O5974433","SLD","9385 ST THERESE ST","GROVELAND","34736","CYPRESS OAKS","2,560","$412,195","5","3","1","2021","Community","Single Family Residence","$655.76","25","25","34","Conventional","02/23/2022","$164.78","$161.01","0.98","HANOVER FAMILY BUILDERS LLC","Stephen Wood","503396231","261015136","503396231","Orlando Regional","Orlando Regional"
"1","O6011947","SLD","18549 LAKE EMMA DR","GROVELAND","34736","LAKE EMMA ESTATES","1,636","$413,000","3","2","0","1993","Private","Single Family Residence","$2,812.00","3","3","3","Cash","04/15/2022","$243.28","$252.44","1.04","FLORIDA REALTY INVESTMENTS","Danny Nguyen","261084102","261018517","261229421","Orlando Regional","Orlando Regional"
"1","T3351033","SLD","1824 HEART LAKE DR","GROVELAND","34736","TRINITY LAKES 50","2,584","$413,520","4","2","1","2022","Community","Single Family Residence","$2,014.59","20","20","20","VA","06/27/2022","$159.84","$160.03","1.00","LENNAR REALTY","Ben Goldstein","261550712","261016970","261213916","Tampa","Tampa"
"1","O6018820","SLD","405 SILVER MAPLE RD","GROVELAND","34736","GROVELAND CASCADES GROVELAND PH 02","1,996","$414,000","3","2","0","2006","None","Single Family Residence","$2,089.28","1","1","6","Cash","05/23/2022","$212.93","$207.41","0.97","EXP REALTY LLC","Mildred Hershiser","261200545","54889","261060824","Orlando Regional","Orlando Regional"
"1","O6014307","SLD","921 CARMILLION CT","GROVELAND","34736","WATERSIDE AT ESTATES","1,864","$415,000","4","2","0","2020","None","Single Family Residence","$4,195.43","5","5","8","Cash","06/10/2022","$214.54","$222.64","1.04","JJ SUNSHINE REALTY CORP","Jessica Quiceno","261212899","261015965","261218315","Orlando Regional","Orlando Regional"
"1","G5053502","SLD","16483 BLOOMING CHERRY DR","GROVELAND","34736","CHERRY LAKE LANDING","2,152","$415,000","5","2","1","2020","None","Single Family Residence","$3,479.00","4","4","4","Conventional","05/06/2022","$192.84","$192.84","1.00","ARELLANO REALTY & INVESTMENTS","Katie Dodd","260505528","51588","261221910","Lake and Sumter","Lake and Sumter"
"1","O5990850","SLD","700 BLACK EAGLE DR","GROVELAND","34736","EAGLE POINTE PH II","2,564","$415,000","5","3","1","2015","None","Single Family Residence","$2,684.00","6","6","6","Cash","01/14/2022","$165.76","$161.86","0.98","BHHS RESULTS REALTY","Catherine Lambert","261088841","261016427","261203407","Orlando Regional","Orlando Regional"
"1","O5982399","SLD","167 MARAVILLA WAY","GROVELAND","34736","CYPRESS OAKS","2,560","$416,245","4","2","1","2021","Community","Single Family Residence","$765.00","16","16","21","Cash","01/13/2022","$170.41","$162.6","0.95","HANOVER FAMILY BUILDERS LLC","Stephen Wood","503396231","261015136","503396231","Orlando Regional","Orlando Regional"
"1","O5983632","SLD","9649 BLACK WALNUT DR","GROVELAND","34736","ARBORWOOD","2,725","$417,990","4","3","1","2021","None","Single Family Residence","$627.94","33","33","33","FHA","04/19/2022","$153.39","$153.39","1.00","D R HORTON REALTY INC","Tim Hultgren","503344296","55055","123456789","Orlando Regional","Orlando Regional"
"1","O5951823","SLD","9590 BLACK WALNUT DR","GROVELAND","34736","ARBORWOOD","2,725","$418,990","4","3","1","2021","None","Single Family Residence","$627.94","31","31","31","Conventional","03/25/2022","$153.76","$153.76","1.00","D R HORTON REALTY INC","Tim Hultgren","503344296","261014660","261222541","Orlando Regional","Orlando Regional"
"1","O5987188","SLD","412 ROCK SPRINGS CIR","GROVELAND","34736","GROVELAND WATERSIDE POINTE PH 01","2,362","$420,000","4","2","1","2013","Community","Single Family Residence","$2,526.21","49","49","49","VA","02/08/2022","$177.82","$177.82","1.00","THE REAL ESTATE COLLECTION LLC","David Cortes","260504915","272504178","272561471","Orlando Regional","Orlando Regional"
"1","O6017706","SLD","1834 HACKBERRY ST","GROVELAND","34736","ARBORWOOD","2,725","$420,990","4","3","1","2021","None","Single Family Residence","$627.00","0","0","0","FHA","06/17/2022","$154.49","$154.49","1.00","D R HORTON REALTY INC","Tim Hultgren","503344296","771292","265501753","Orlando Regional","Orlando Regional"
"1","G5055418","SLD","1053 TAWNY EAGLE DR","GROVELAND","34736","GROVELAND EAGLE PINES","1,848","$421,000","4","2","0","2006","Private","Single Family Residence","$1,240.00","8","8","8","FHA","06/28/2022","$229.98","$227.81","0.99","CHRIS FORBES REALTY & DEVELOPM","Sharon Sanderson","261205475","261019578","616015344","Lake and Sumter","Lake and Sumter"
"1","O5987797","SLD","201 JUNO DR","GROVELAND","34736","PRESERVE AT SUNRISE","2,560","$421,146","4","2","1","2021","Community","Single Family Residence","$613.59","98","98","98","Conventional","04/24/2022","$162.17","$164.51","1.01","HANOVER FAMILY BUILDERS LLC","Stephen Wood","503396231","261018517","261229421","Orlando Regional","Orlando Regional"
"1","O5968589","SLD","9610 BLACK WALNUT DR","GROVELAND","34736","ARBORWOOD","2,725","$421,990","4","3","1","2021","None","Single Family Residence","$628.28","82","82","85","VA","03/25/2022","$156.33","$154.86","0.99","D R HORTON REALTY INC","Tim Hultgren","503344296","272550066","279566524","Orlando Regional","Orlando Regional"
"1","O5961544","SLD","15163 SILVER EAGLE RD","GROVELAND","34736","SILVER EAGLE RESERVE","2,068","$422,245","3","2","0","2022","None","Single Family Residence","$500.00","21","21","37","FHA","06/30/2022","$179.96","$204.18","1.13","ADNORAM REALTY","Jay Garick","261017253","260503911","260503216","Orlando Regional","Orlando Regional"
"1","O5992332","SLD","9401 LA SALLE ST","GROVELAND","34736","CYPRESS OAKS PHASE III","2,560","$422,291","4","2","1","2022","Community","Single Family Residence","$656.00","38","38","38","Conventional","06/30/2022","$168.86","$164.96","0.98","HANOVER FAMILY BUILDERS LLC","Stephen Wood","503396231","50278","261215357","Orlando Regional","Orlando Regional"
"1","T3370469","SLD","750 LAKE DOUGLAS DR","GROVELAND","34736","WESTWOOD","1,957","$425,000","3","2","0","2006","Private","Single Family Residence","$2,968.00","4","4","4","Conventional","06/03/2022","$214.56","$217.17","1.01","OFFERPAD BROKERAGE","Rob Jones","147005203","55779","261209189","Tampa","Tampa"
"1","G5054127","SLD","301 LAGO LN","GROVELAND","34736","GROVELAND LAGO KATRINA","2,299","$425,000","4","2","0","2015","None","Single Family Residence","$2,927.00","0","0","0","Cash","05/11/2022","$184.86","$184.86","1.00","OPTIMA ONE REALTY, INC.","Kevin Keith","260505910","260520233","260503733","Lake and Sumter","Lake and Sumter"
"1","O6016210","SLD","9646 BLACK WALNUT DR","GROVELAND","34736","ARBORWOOD","1,828","$425,000","4","2","0","2021","None","Single Family Residence","$632.45","5","5","6","Cash","06/01/2022","$218.76","$232.49","1.06","ALL REAL ESTATE & INVESTMENTS","Lindsey Hahn","261217972","20315","260503199","Orlando Regional","Orlando Regional"
"1","G5052865","SLD","1123 IMPERIAL EAGLE ST","GROVELAND","34736","GROVELAND EAGLE PINES","2,320","$425,000","4","2","1","2005","None","Single Family Residence","$1,621.00","12","12","31","FHA","05/11/2022","$183.19","$183.19","1.00","ASHLEY REALTY GROUP","Katherine Reeg-Polfer, PA","260500879","261013580","261223120","Lake and Sumter","Lake and Sumter"
"1","T3337174","SLD","6488 DOMENICO CT","GROVELAND","34736","STEWART LAKE PRESERVE","3,088","$425,000","5","2","1","2018","None","Single Family Residence","$3,742.00","9","9","9","Conventional","01/25/2022","$135.98","$137.63","1.01","LOKATION","Marianella Campos","276533090","261016736","260501587","Tampa","Tampa"
"1","L4925848","SLD","6377 DOMENICO CT","GROVELAND","34736","STEWART LAKE PRESERVE","3,071","$425,000","5","3","0","2019","None","Single Family Residence","$3,987.87","21","21","108","Cash","03/04/2022","$138.39","$138.39","1.00","LA ROSA REALTY PRESTIGE","Kia Troutman","265578494","261016788","261220957","Lakeland","Lakeland"
"1","J949115","SLD","569 JUPITER BEACH RD","GROVELAND","34736","PRESERVE/SUNRISE PH 3","2,105","$427,049","4","3","0","2022","None","Single Family Residence","$767.00","0","0","-265","VA","06/29/2022","$202.87","$202.87","1.00","STELLAR NON-MEMBER OFFICE","Stellar Non-Member Agent","123456789","261012236","261094292","For Future Use","Other"
"1","O5998910","SLD","1108 WHITE WATER BAY DR","GROVELAND","34736","WATERSIDE POINTE","2,024","$427,100","4","2","0","2015","None","Single Family Residence","$3,924.00","28","28","45","Cash","04/04/2022","$217.34","$211.02","0.97","EXP REALTY LLC","Veronica Figueroa","272502305","55055","123456789","Orlando Regional","Orlando Regional"
"1","T3322238","SLD","6801 PERCH HAMMOCK LOOP","GROVELAND","34736","TRINITY LAKES 60","2,359","$427,295","4","3","0","2021","Community","Single Family Residence","$2,271.47","165","165","165","VA","04/08/2022","$181.13","$181.13","1.00","LENNAR REALTY","Ben Goldstein","261550712","261015324","261217226","Tampa","Tampa"
"1","O5993276","SLD","1119 WHITE WATER BAY DR","GROVELAND","34736","WATERSIDE POINTE","2,261","$428,000","4","2","1","2016","Community","Single Family Residence","$4,598.22","10","3","3","Cash","01/26/2022","$189.65","$189.3","1.00","RE/MAX PRIME PROPERTIES","Ronald Ziolkowski","261064917","261017383","261227077","Orlando Regional","Orlando Regional"
"1","O5982114","SLD","145 PRAIRIE FALCON DR.","GROVELAND","34736","GROVELAND EAGLE POINTE PH 01","3,035","$430,002","4","3","1","2006","None","Single Family Residence","$4,780.74","79","45","83","Conventional","03/03/2022","$141.68","$141.68","1.00","KELLER WILLIAMS ADVANTAGE III","Steve Montgomery","261211255","261016970","261214700","Orlando Regional","Orlando Regional"
"1","T3322319","SLD","6785 PERCH HAMMOCK LOOP","GROVELAND","34736","TRINITY LAKES 60","2,447","$431,600","3","2","1","2021","Community","Single Family Residence","$2,271.47","91","91","91","Conventional","05/20/2022","$176.38","$176.38","1.00","LENNAR REALTY","Ben Goldstein","261550712","55055","123456789","Tampa","Tampa"
"1","O5988883","SLD","122 SILVER MAPLE RD","GROVELAND","34736","CASCADES/GROVELAND PH 6","1,905","$433,000","3","2","0","2020","None","Single Family Residence","$3,539.00","16","16","16","VA","02/04/2022","$230.92","$227.3","0.98","DELUCA REAL ESTATE SERVICES LLC","Lucas DeSouza","261218331","261014038","261201186","Orlando Regional","Orlando Regional"
"1","T3369466","SLD","1009 LAUREL VIEW WAY","GROVELAND","34736","BELLEVUE 50S","2,584","$433,080","4","2","1","2021","None","Single Family Residence","$1,172.41","7","7","21","Conventional","06/21/2022","$167.60","$167.6","1.00","LENNAR REALTY","Ben Goldstein","261550712","781016","261550712","Tampa","Tampa"
"1","O6008810","SLD","708 LAKE DOUGLAS DR","GROVELAND","34736","GROVELAND WESTWOOD PH 02","2,345","$435,000","4","3","0","2014","None","Single Family Residence","$2,245.00","35","15","15","Conventional","04/15/2022","$189.72","$185.5","0.98","EXP REALTY LLC","Veronica Figueroa","272502305","261010881","261225904","Orlando Regional","Orlando Regional"
"1","O5999246","SLD","1034 TAWNY EAGLE DR","GROVELAND","34736","GROVELAND EAGLE PINES","3,152","$435,000","5","2","1","2005","None","Single Family Residence","$2,203.81","5","5","5","Cash","03/25/2022","$133.88","$138.01","1.03","KELLER WILLIAMS CLASSIC","Lindsey Hoshaw","261230234","260503101","260506384","Orlando Regional","Orlando Regional"
"1","O5996859","SLD","101 SILVER MAPLE RD","GROVELAND","34736","CASCADES OF GROVELAND","1,885","$435,000","3","2","0","2019","None","Single Family Residence","$4,777.63","37","37","38","Cash","04/05/2022","$238.67","$230.77","0.97","COMPASS FLORIDA LLC","Jesse Rottinghaus","258004102","261013043","261098165","Orlando Regional","Orlando Regional"
"1","O5939667","SLD","2454 BAY LAKE LOOP","GROVELAND","34736","GROVELAND FARMS","2,614","$435,000","3","2","1","1975","None","Single Family Residence","$3,879.51","144","144","258","FHA","02/02/2022","$166.37","$166.41","1.00","RE/MAX PRIME PROPERTIES","Carmen Aridas","261013575","270528039","260504395","Orlando Regional","Orlando Regional"
"1","J949443","SLD","9390 HALSEY DR","GROVELAND","34736","CYPRESS OAKS PHASE III A REPLAT PB 72 PG 76-77 LOT","2,737","$435,203","5","3","1","2022","None","Single Family Residence","$656.00","0","0","-301","FHA","06/28/2022","$159.01","$159.01","1.00","STELLAR NON-MEMBER OFFICE","Stellar Non-Member Agent","123456789","261019767","272508572","For Future Use","Other"
"1","O5968600","SLD","9665 BLACK WALNUT DR","GROVELAND","34736","ARBORWOOD","2,725","$435,990","4","3","1","2021","None","Single Family Residence","$628.28","114","114","158","FHA","04/25/2022","$160.00","$160","1.00","D R HORTON REALTY INC","Tim Hultgren","503344296","55055","123456789","Orlando Regional","Orlando Regional"
"1","G5049411","SLD","165 E BEACH ST","GROVELAND","34736","GROVELAND","2,963","$436,999","3","3","0","1954","Private","Single Family Residence","$1,876.00","29","29","68","Conventional","03/04/2022","$147.49","$147.49","1.00","MICKI BLACKBURN REALTY","Kerri Leininger","260504310","50344","260561370","Lake and Sumter","Lake and Sumter"
"1","O6031967","SLD","77 WHITE HORSE WAY","GROVELAND","34736","WATERSIDE AT ESTATES OF CHERRY LAKE","2,485","$440,000","4","2","1","2021","None","Single Family Residence","$1,490.00","5","5","5","Cash","06/29/2022","$175.05","$177.06","1.01","SIMPLY HOME REALTY","Beth Yannoulis","261086884","261010944","260504263","Orlando Regional","Orlando Regional"
"1","O5948658","SLD","15195 SILVER EAGLE RD","GROVELAND","34736","SILVER EAGLE RESERVE","2,692","$447,480","4","2","1","2022","None","Single Family Residence","$500.00","313","313","315","Conventional","06/29/2022","$166.23","$166.23","1.00","ADNORAM REALTY","Jay Garick","261017253","272561065","261099118","Orlando Regional","Orlando Regional"
"1","O5956958","SLD","15191 SILVER EAGLE RD","GROVELAND","34736","SILVER EAGLE RESERVE","2,802","$448,355","5","2","1","2022","None","Single Family Residence","$500.00","274","274","280","Conventional","05/31/2022","$160.01","$160.01","1.00","ADNORAM REALTY","Jay Garick","261017253","51957E","261083900","Orlando Regional","Orlando Regional"
"1","O6020143","SLD","9374 OGLETHORPE DR","GROVELAND","34736","CYPRESS OAKS PH I","3,119","$450,000","4","3","1","2016","Community","Single Family Residence","$5,287.00","2","2","2","Conventional","06/01/2022","$143.96","$144.28","1.00","EPIC REAL ESTATE ADVISORS LLC","Chris Burden","261095668","260503129","260506465","Orlando Regional","Orlando Regional"
"1","O6010460","SLD","175 BAYOU BEND RD","GROVELAND","34736","CASCADES/GROVELAND PH 2","1,953","$450,000","2","2","0","2013","Community","Single Family Residence","$4,012.23","3","3","4","Cash","05/19/2022","$235.48","$230.41","0.98","COMPASS FLORIDA LLC","Tami Klingenberg","260503224","260503900","261227301","Orlando Regional","Orlando Regional"
"1","G5051148","SLD","445 KESTREL DR","GROVELAND","34736","EAGLE POINTE","2,809","$450,000","5","3","0","2018","None","Single Family Residence","$3,697.00","11","11","11","Conventional","03/31/2022","$160.20","$160.2","1.00","OLYMPUS EXECUTIVE REALTY INC","Monica Velez LLC","272502460","54033","261065365","Lake and Sumter","Orlando Regional"
"1","G5050994","SLD","103 SALT MARSH LN","GROVELAND","34736","CASCADES/GROVELAND PH 1","2,131","$450,000","2","2","0","2012","Community","Single Family Residence","$3,815.00","2","2","3","Cash","03/04/2022","$215.86","$211.17","0.98","FLORIDA PLUS REALTY, LLC","Diana Stone","260500203","260503900","261227301","Lake and Sumter","Lake and Sumter"
"1","O5976864","SLD","801 HIDDEN MOSS DR","GROVELAND","34736","CASCADES/GROVELAND-PH 5","1,918","$453,000","2","2","0","2018","Community","Single Family Residence","$5,157.00","38","38","38","Cash","01/11/2022","$244.53","$236.18","0.97","ALL FLORIDA PREMIER REALTY GROUP LLC","Jeff Powell","261097551","260503900","261227301","Orlando Regional","Orlando Regional"
"1","G5052931","SLD","659 N ARNOLD AVE","GROVELAND","34736","OSPREY COVE PHASE 2","1,848","$454,000","5","3","0","2007","None","Single Family Residence","$4,046.00","1","1","1","Conventional","04/18/2022","$242.97","$245.67","1.01","LAKE REAL ESTATE GROUP","Liz Kruse","260505975","51957E","261092935","Lake and Sumter","Lake and Sumter"
"1","G5053067","SLD","1210 GREATER EAGLE CT","GROVELAND","34736","GROVELAND EAGLE PINES","3,072","$455,000","5","2","1","2005","None","Single Family Residence","$1,852.05","6","6","9","Conventional","04/18/2022","$146.48","$148.11","1.01","GATAP REALTY","Marisol Ortega","260504804","50363","261220197","Lake and Sumter","Lake and Sumter"
"1","O6017863","SLD","1126 WHITE WATER BAY DR","GROVELAND","34736","WATERSIDE POINTE PH 2B","2,024","$456,000","4","2","0","2015","None","Single Family Residence","$2,811.73","8","8","13","Conventional","05/24/2022","$212.45","$225.3","1.06","ONE TEAM REALTY","Keyla Arriaga","261227589","272561396","272561537","Orlando Regional","Osceola"
"1","O6030382","SLD","587 JUNIPER SPRINGS DR","GROVELAND","34736","WATERSIDE POINTE PH I I P S T","1,830","$460,000","3","2","0","2010","Community","Single Family Residence","$3,089.78","1","1","3","Cash","06/30/2022","$243.17","$251.37","1.03","COMPASS FLORIDA LLC","Abby Greenberg","261228146","52626","378500695","Orlando Regional","Orlando Regional"
"1","O6006101","SLD","101 BLACKSTONE CREEK RD","GROVELAND","34736","SOUTHERN RIDGE AT ESTATES","2,342","$460,000","4","2","0","2007","Private","Single Family Residence","$4,802.00","5","5","7","Cash","03/15/2022","$190.01","$196.41","1.03","SGT YORKS REAL ESTATE SERVICES","Millie Alicea","261221357","261018517","261227198","Orlando Regional","Orlando Regional"
"1","G5051365","SLD","724 LAKE DOUGLAS DR","GROVELAND","34736","GROVELAND WESTWOOD PH 02","2,332","$460,000","4","3","0","2014","Private","Single Family Residence","$3,925.44","2","2","2","Conventional","03/15/2022","$183.96","$197.26","1.07","COLDWELL BANKER TONY HUBBARD","Kaley Hansen","260503733","50096","260503481","Lake and Sumter","Lake and Sumter"
